Address,City,State,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country,Source
"223 HANCOCK AVE.","Jersey City",NJ,40.750139,-74.044775,1,rooftop,223,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"221 HANCOCK AVE.","Jersey City",NJ,40.750083,-74.044811,1,rooftop,221,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"219 HANCOCK AVE.","Jersey City",NJ,40.75002,-74.044852,1,rooftop,219,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"217 HANCOCK AVE.","Jersey City",NJ,40.749959,-74.044892,1,rooftop,217,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"215 HANCOCK AVE.","Jersey City",NJ,40.749897,-74.044932,1,rooftop,215,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"213 HANCOCK AVE.","Jersey City",NJ,40.749836,-74.044972,1,rooftop,213,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"211 HANCOCK AVE.","Jersey City",NJ,40.749774,-74.045012,1,rooftop,211,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"209 HANCOCK AVE.","Jersey City",NJ,40.749713,-74.045052,1,rooftop,209,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"207 HANCOCK AVE.","Jersey City",NJ,40.749651,-74.045092,1,rooftop,207,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"205 HANCOCK AVE.","Jersey City",NJ,40.74959,-74.045132,1,rooftop,205,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"203 HANCOCK AVE.","Jersey City",NJ,40.749528,-74.045172,1,rooftop,203,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"201 HANCOCK AVE.","Jersey City",NJ,40.749466,-74.045212,1,rooftop,201,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"199 HANCOCK AVE.","Jersey City",NJ,40.749405,-74.045252,1,rooftop,199,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"197 HANCOCK AVE.","Jersey City",NJ,40.749343,-74.045292,1,rooftop,197,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"195 HANCOCK AVE.","Jersey City",NJ,40.749282,-74.045332,1,rooftop,195,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"193 HANCOCK AVE.","Jersey City",NJ,40.74922,-74.045372,1,rooftop,193,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"191 HANCOCK AVE.","Jersey City",NJ,40.749158,-74.045412,1,rooftop,191,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"189 HANCOCK AVE.","Jersey City",NJ,40.74908,-74.045463,1,rooftop,189,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"94 SOUTH ST.","Jersey City",NJ,40.749036,-74.045915,1,rooftop,94,"South St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"96 SOUTH ST.","Jersey City",NJ,40.749067,-74.045995,1,rooftop,96,"South St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"98 SOUTH ST.","Jersey City",NJ,40.749097,-74.046076,1,rooftop,98,"South St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"84 SOUTH ST.","Jersey City",NJ,40.748849,-74.045304,1,rooftop,84,"South St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"188 HANCOCK AVE.","Jersey City",NJ,40.748947,-74.045247,1,rooftop,188,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"190 HANCOCK AVE.","Jersey City",NJ,40.74901,-74.045207,1,rooftop,190,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"192 HANCOCK AVE.","Jersey City",NJ,40.749071,-74.045167,1,rooftop,192,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"194 HANCOCK AVE.","Jersey City",NJ,40.749133,-74.045127,1,rooftop,194,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"196 HANCOCK AVE.","Jersey City",NJ,40.749188,-74.045091,1,rooftop,196,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"198 HANCOCK AVE.","Jersey City",NJ,40.749249,-74.045051,1,rooftop,198,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"200 HANCOCK AVE.","Jersey City",NJ,40.749317,-74.045007,1,rooftop,200,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"202 HANCOCK AVE.","Jersey City",NJ,40.749379,-74.044967,1,rooftop,202,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"204 HANCOCK AVE.","Jersey City",NJ,40.74944,-74.044927,1,rooftop,204,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"206 HANCOCK AVE.","Jersey City",NJ,40.749502,-74.044887,1,rooftop,206,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"208 HANCOCK AVE.","Jersey City",NJ,40.749563,-74.044847,1,rooftop,208,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"210 HANCOCK AVE.","Jersey City",NJ,40.749625,-74.044807,1,rooftop,210,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"212 HANCOCK AVE.","Jersey City",NJ,40.749686,-74.044767,1,rooftop,212,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"214 HANCOCK AVE.","Jersey City",NJ,40.749748,-74.044727,1,rooftop,214,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"216 HANCOCK AVE.","Jersey City",NJ,40.749809,-74.044687,1,rooftop,216,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"218 HANCOCK AVE.","Jersey City",NJ,40.749871,-74.044647,1,rooftop,218,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"85 CONGRESS ST.","Jersey City",NJ,40.750035,-74.044228,1,rooftop,85,"Congress St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"83 CONGRESS ST.","Jersey City",NJ,40.750001,-74.044138,1,rooftop,83,"Congress St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"81 CONGRESS ST.","Jersey City",NJ,40.749971,-74.044057,1,rooftop,81,"Congress St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"79 CONGRESS ST.","Jersey City",NJ,40.749941,-74.043976,1,rooftop,79,"Congress St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"77 CONGRESS ST.","Jersey City",NJ,40.749862,-74.043913,1,rooftop,77,"Congress St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"261 SHERMAN AVE.","Jersey City",NJ,40.749645,-74.044047,1,rooftop,261,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"259 SHERMAN AVE.","Jersey City",NJ,40.749584,-74.044087,1,rooftop,259,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"257 SHERMAN AVE.","Jersey City",NJ,40.749522,-74.044127,1,rooftop,257,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"255 SHERMAN AVE.","Jersey City",NJ,40.749461,-74.044167,1,rooftop,255,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"251 SHERMAN AVE.","Jersey City",NJ,40.749338,-74.044247,1,rooftop,251,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"249 SHERMAN AVE.","Jersey City",NJ,40.749276,-74.044287,1,rooftop,249,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"247 SHERMAN AVE.","Jersey City",NJ,40.749215,-74.044327,1,rooftop,247,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"245 SHERMAN AVE.","Jersey City",NJ,40.749153,-74.044367,1,rooftop,245,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"243 SHERMAN AVE.","Jersey City",NJ,40.749092,-74.044407,1,rooftop,243,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"241 SHERMAN AVE.","Jersey City",NJ,40.74903,-74.044447,1,rooftop,241,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"239 SHERMAN AVE.","Jersey City",NJ,40.748969,-74.044487,1,rooftop,239,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"237 SHERMAN AVE.","Jersey City",NJ,40.748913,-74.044523,1,rooftop,237,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"235 SHERMAN AVE.","Jersey City",NJ,40.748861,-74.044557,1,rooftop,235,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"233 SHERMAN AVE.","Jersey City",NJ,40.748805,-74.044593,1,rooftop,233,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"70 SOUTH ST.","Jersey City",NJ,40.748652,-74.044718,1,rooftop,70,"South St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"72 SOUTH ST.","Jersey City",NJ,40.748627,-74.04483,1,rooftop,72,"South St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"74 SOUTH ST.","Jersey City",NJ,40.748658,-74.044911,1,rooftop,74,"South St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"76 SOUTH ST.","Jersey City",NJ,40.748688,-74.044992,1,rooftop,76,"South St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"78 SOUTH ST.","Jersey City",NJ,40.748715,-74.045063,1,rooftop,78,"South St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"80 SOUTH ST.","Jersey City",NJ,40.748739,-74.045126,1,rooftop,80,"South St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"80.5 SOUTH ST.","Jersey City",NJ,40.748898,-74.045507,0.8,street_center,,"South St","Jersey City",NJ,"Hudson County",07307,US,"TIGER/Line® dataset from the US Census Bureau"
"82.5 SOUTH STREET","Jersey City",NJ,40.748898,-74.045507,0.8,street_center,,"South St","Jersey City",NJ,"Hudson County",07307,US,"TIGER/Line® dataset from the US Census Bureau"
"90 BOWERS ST.","Jersey City",NJ,40.746832,-74.046401,1,rooftop,90,"Bowers St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"130 HANCOCK AVE.","Jersey City",NJ,40.746987,-74.046301,1,rooftop,130,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"132 HANCOCK AVE.","Jersey City",NJ,40.747043,-74.046266,1,rooftop,132,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"134 HANCOCK AVE.","Jersey City",NJ,40.747097,-74.046231,1,rooftop,134,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"136 HANCOCK AVE.","Jersey City",NJ,40.747159,-74.046192,1,rooftop,136,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"138 HANCOCK AVE.","Jersey City",NJ,40.74722,-74.046153,1,rooftop,138,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"140 HANCOCK AVE.","Jersey City",NJ,40.747282,-74.046113,1,rooftop,140,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"142 HANCOCK AVE.","Jersey City",NJ,40.747344,-74.046074,1,rooftop,142,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"144 HANCOCK AVE.","Jersey City",NJ,40.747405,-74.046034,1,rooftop,144,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"146 HANCOCK AVE.","Jersey City",NJ,40.747467,-74.045995,1,rooftop,146,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"148 HANCOCK AVE.","Jersey City",NJ,40.747529,-74.045955,1,rooftop,148,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"150 HANCOCK AVE.","Jersey City",NJ,40.747591,-74.045916,1,rooftop,150,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"174 HANCOCK AVE.","Jersey City",NJ,40.748331,-74.045443,1,rooftop,174,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"176 HANCOCK AVE.","Jersey City",NJ,40.748393,-74.045403,1,rooftop,176,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"178 HANCOCK AVE.","Jersey City",NJ,40.748455,-74.045364,1,rooftop,178,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"180 HANCOCK AVE","Jersey City",NJ,40.74851,-74.045329,1,rooftop,180,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"182 HANCOCK AVE","Jersey City",NJ,40.748548,-74.045229,1,rooftop,182,"Hancock Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"73-75 SOUTH ST.","Jersey City",NJ,40.748471,-74.045062,1,rooftop,75,"South St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"71 SOUTH ST.","Jersey City",NJ,40.748444,-74.044954,1,rooftop,71,"South St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"69 SOUTH ST.","Jersey City",NJ,40.748416,-74.044879,1,rooftop,69,"South St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"67 SOUTH ST.","Jersey City",NJ,40.748384,-74.044796,1,rooftop,67,"South St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"221 SHERMAN AVE.","Jersey City",NJ,40.748225,-74.044774,1,rooftop,221,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"219 SHERMAN AVE.","Jersey City",NJ,40.748172,-74.044803,1,rooftop,219,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"217 SHERMAN AVE.","Jersey City",NJ,40.74811,-74.044842,1,rooftop,217,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"215 SHERMAN AVE.","Jersey City",NJ,40.748048,-74.044882,1,rooftop,215,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"193 SHERMAN AVE.","Jersey City",NJ,40.747338,-74.045334,1,rooftop,193,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"191 SHERMAN AVE.","Jersey City",NJ,40.747297,-74.04536,1,rooftop,191,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"189 SHERMAN AVE.","Jersey City",NJ,40.747256,-74.045387,1,rooftop,189,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"187.5 SHERMAN AVENUE","Jersey City",NJ,40.743566,-74.047716,0.8,street_center,,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"TIGER/Line® dataset from the US Census Bureau"
"187 SHERMAN AVE.","Jersey City",NJ,40.747173,-74.045439,1,rooftop,187,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"185 SHERMAN AVE.","Jersey City",NJ,40.747122,-74.045472,1,rooftop,185,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"183 SHERMAN AVE.","Jersey City",NJ,40.74706,-74.045511,1,rooftop,183,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"181 SHERMAN AVE.","Jersey City",NJ,40.746998,-74.04555,1,rooftop,181,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"179 SHERMAN AVE.","Jersey City",NJ,40.746937,-74.04559,1,rooftop,179,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"177 SHERMAN AVE.","Jersey City",NJ,40.746875,-74.045629,1,rooftop,177,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"78 BOWERS ST.","Jersey City",NJ,40.746586,-74.045921,1,rooftop,78,"Bowers St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"80 BOWERS ST.","Jersey City",NJ,40.746608,-74.045982,1,rooftop,80,"Bowers St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"82 BOWERS ST.","Jersey City",NJ,40.74663,-74.046043,1,rooftop,82,"Bowers St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"82.5 BOWERS STREET","Jersey City",NJ,40.746265,-74.045793,0.8,street_center,,"Bowers St","Jersey City",NJ,"Hudson County",07307,US,"TIGER/Line® dataset from the US Census Bureau"
"84 BOWERS ST.","Jersey City",NJ,40.746674,-74.046163,1,rooftop,84,"Bowers St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"84.5 BOWERS STREET","Jersey City",NJ,40.746265,-74.045793,0.8,street_center,,"Bowers St","Jersey City",NJ,"Hudson County",07307,US,"TIGER/Line® dataset from the US Census Bureau"
"86 BOWERS ST.","Jersey City",NJ,40.746714,-74.046272,1,rooftop,86,"Bowers St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"86.5 BOWERS STREET","Jersey City",NJ,40.746265,-74.045793,0.8,street_center,,"Bowers St","Jersey City",NJ,"Hudson County",07307,US,"TIGER/Line® dataset from the US Census Bureau"
"88 BOWERS ST.","Jersey City",NJ,40.746754,-74.04638,1,rooftop,88,"Bowers St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"106 BOWERS ST.","Jersey City",NJ,40.747122,-74.047215,1,rooftop,106,"Bowers St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"132 CAMBRIDGE AVE.","Jersey City",NJ,40.747333,-74.047085,1,rooftop,132,"Cambridge Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"96 BOWERS ST.","Jersey City",NJ,40.746906,-74.04685,1,rooftop,96,"Bowers St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"98 BOWERS ST.","Jersey City",NJ,40.746955,-74.046927,1,rooftop,98,"Bowers St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"100 BOWERS ST.","Jersey City",NJ,40.746983,-74.047004,1,rooftop,100,"Bowers St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"102 BOWERS ST.","Jersey City",NJ,40.747011,-74.047081,1,rooftop,102,"Bowers St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"104 BOWERS ST.","Jersey City",NJ,40.74704,-74.047158,1,rooftop,104,"Bowers St","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"176 SHERMAN AVE.","Jersey City",NJ,40.746671,-74.045263,1,rooftop,176,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"184 SHERMAN AVE.","Jersey City",NJ,40.746983,-74.0453,1,rooftop,184,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"186 SHERMAN AVE.","Jersey City",NJ,40.747044,-74.04526,1,rooftop,186,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"188 SHERMAN AVE.","Jersey City",NJ,40.747106,-74.045221,1,rooftop,188,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"190 SHERMAN AVE.","Jersey City",NJ,40.747168,-74.045182,1,rooftop,190,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"192 SHERMAN AVE.","Jersey City",NJ,40.747229,-74.045143,1,rooftop,192,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"194 SHERMAN AVE.","Jersey City",NJ,40.74729,-74.045104,1,rooftop,194,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
"196 SHERMAN AVE.","Jersey City",NJ,40.747351,-74.045065,1,rooftop,196,"Sherman Ave","Jersey City",NJ,"Hudson County",07307,US,"NJ Office of Information Technology (NJOIT), Office of Geographic Information Systems (OGIS)"
